Company_Brand,Sector,Stage,Amount,HeadQuarter,What_it_does,year_founded,Investor
Cancer Clinics,HealthCare,Pre-series A,1500000.0,Hyderabad,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",2021,Axilor
Velocity,FinTech,Seed,1300000.0,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,2021,Valar Ventures
Happy Jars,Food & Beverages,Seed,400000.0,New Delhi,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",2021,Inflection Point Ventures
Inshorts,Entertainment,,40000000.0,Noida,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,2021,"Addition, SIG Global India Fund"
ExtraaEdge,Marketing,Pre-series A,1000000.0,Pune,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,2021,"9Unicorns Accelerator Fund, Indian Angel Network"
Zotalabs,Tech Startup,Seed,1250000.0,Pune,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,2021,Alfa Ventures
Voiro,Advertisement,Pre-series A,1800000.0,Bangalore,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,2021,1Crowd
Dream Sports,Gaming,,400000000.0,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",2021,"TCV, D1 Capital Partners, Falcon Edge."
Safex Chemicals,Agriculture,,50000000.0,New Delhi,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,2021,BanyanTree Finance Pvt. Ltd.
Instoried,Content creation,,,Bangalore,Instoried is an augmented writing platform which improves customer interest and engagement.,2021,"EXPERT DOJO, Mumbai Angels"
Rupifi,FinTech,Pre-series A,4100000.0,Bangalore,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,2021,Quona Capital
Moneyboxx,FinTech,Series B,3000000.0,Mumbai,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,2021,"Ashv Finance, BlackSoil Capital"
CityMall,E-commerce,Series A,11000000.0,Gurgaon,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,"WaterBridge Ventures, SAIF Partners"
Janani,Heathcare,Seed,1000000.0,Bangalore,Janani.ai is a fertility care provider.,2021,"Sweta Rau, 9Unicorns Accelerator Fund"
ReshaMandi,Agriculture,Seed,1700000.0,Bangalore,India's 1st award winning technology led digital ecosystem for Silk,2021,"Omnivore, Strive Ventures"
Bombay Shaving Company,Lifestyle,,2000000.0,New Delhi,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.",2021,"Rajesh Sud, KULDEEP JAIN"
DotPe,FinTech,Series A,27000000.0,Gurgaon,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,2021,"PayU, Google"
Homingos,Augmented reality,,,Bangalore,Homingos is an Augmented reality (AR)-based social networking platform.,2021,"Sundi Natarajan, Srinivas Anumolu"
Anar Business Community,Tech Startup,,,Mumbai,Anar is a communications and networking platform for businesses around the world.,2021,"Titan Capital, First Cheque"
Five Star Finance,FinTech,,234000000.0,Chennai,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,2021,"TPG Capital Asia, Epiq Capital"
Settlrs,Rental space,Pre-series A,,Bangalore,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.",2021,MaGEHold Pte. Ltd.
BYJU'S,EdTech,Series F,460000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,"BlackRock, Owl Ventures"
Annapurna Finance,FinTech,,30000000.0,Bhubaneswar,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,2021,"Asian Development Bank, Oman India Joint Investment Fund"
HealthPlix,HealthCare,Series B,13500000.0,Bangalore,HealthPlix is a healthtech startup,2021,"JSW Ventures, Kalaari Capital"
Masai School,EdTech,Series A,5000000.0,Bangalore,Masai School is a job-oriented software training services.,2021,"Unitus Ventures, Omidyar Network India"
Bewakoof,D2C,,4000000.0,Mumbai,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.",2021,"IvyCap Ventures, Pratithi Investment Trust"
IndiaLends,FinTech,,5100000.0,New Delhi,IndiaLends is a digital lending and borrowing marketplace.,2021,"ACPI Investments, AdvantEdge Founders"
Stelis Biopharma,BioTechnology,Series B,195000000.0,Bangalore,Stelis Biopharma is a vertically integrated biopharmaceutical company.,2021,"RouteOne, Mankekar Family Office"
Tilt,Bike Rental,,125000.0,Bangalore,A bike-share for Indian campuses,2021,Y Combinator
NeoDove,AI startup,Seed,15000000.0,Jaipur,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",2021,India Quotient
Zaara Biotech,BioTechnology,,10000000.0,Kottayam,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,2021,TCN International Commerce
KreditBee,FinTech,Seed,75000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,"Alpine Capital, PremjiInvest"
True Balance,FinTech,Series B,10000000.0,Gurgaon,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2021,"Bon Angels Venture Partners, Daesung Private Equity"
Muvin,FinTech,Seed,1000000.0,Bangalore,Youth Neobank enabling financial solutions for the teenagers and young people,2021,"Accel India, Breadlake Ventures"
Purplle,Beauty products,,45000000.0,Mumbai,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.",2021,"Spring Marketing Capital, Verlinvest"
FloBiz,Tech Startup,Series A,10000000.0,Bangalore,India’s first neobusiness platform,2021,Elevation Capital
Jeevam Health,Health care,Pre-seed,1500000.0,New Delhi,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,2021,Y Combinator
NewLink Group,Tech Startup,,200000000.0,Beijing,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,2021,Bain Capital
OZiva,Heathcare,Series B,12000000.0,Mumbai,OZiva is a plant-based Clean Nutrition Brand.,2021,"F-Prime Capital, Eight Roads Ventures India"
Blive,Travel,Pre-series A,1000000.0,Panaji,B: Live is an electric vehicle tourism startup.,2021,"Mumbai Angels, DNA Entertainment Networks"
Nazara Technologies,Gaming,,30000000.0,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,"Hornbill Capital Advisers, Plutus Wealth Management"
Euler Motors,Automotive,Series A,2600000.0,New Delhi,Electric Light Commercial Vehicle,2021,"ADB Ventures, Jetty Ventures"
Pixxel,SpaceTech,Seed,7300000.0,Bangalore,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,2021,"Techstars, Ryan Johnson"
Prescinto,Energy,Seed,3500000.0,Gujarat,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2021,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyGlamm,Beauty products,Series C,20000000.0,Mumbai,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,2021,Bessemer Venture Partners
Chirrup,Gaming,Pre-seed,300000.0,Bangalore,Video integrated social-gaming platform,2021,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
Policybazaar,Insurance,,75000000.0,Gurgaon,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,2021,"Falcon Edge Capital, White Oak Global Advisors"
Livve Homes,Rental space,,5000000.0,Bangalore,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",2021,Angel investors
Juicy Chemistry,HealthCare,Series A,6300000.0,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2021,Akya Ventures
Svasti Microfinance,FinTech,,4000000.0,Mumbai,Svasti works with urban slum dwellers women microentrepreneurs.,2021,"Kayenne Ventures, Nordic Microfinance Initiative"
Nexprt,Consulting,,2000000.0,New Delhi,Nexprt Solutions offers end-to-end and 100% customized import solutions.,2021,Titan Capital
Wysa,AI startup,,,Bangalore,Wysa is an AI conversational agent that has been shown to help improve mental health,2021,"Kae Capital, Pi Ventures"
Ankur capital,FinTech,,40000000.0,Mumbai,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,2021,"Accel India, Breadlake Ventures"
Indifi,FinTech,Series B,5000000.0,Gurgaon,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,2021,"Elevar Equity, Accel India"
Firmway,FinTech,Pre-seed,,Mumbai,Firmway is a platform that digitizes balance confirmation and reconciliation process.,2021,"Accel India, Breadlake Ventures"
Say Cheese,FemTech,Seed,1000000.0,Mumbai,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",2021,Unknown
Indic Inspirations,Cultural,,300000.0,Pune,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",2021,Marquee investors
Bimaplan,FinTech,Seed,500000.0,Mumbai,Affordable insurance for the next billion Indians,2021,"Titan Capital, Y Combinator"
YAP,FinTech,Series B,10000000.0,Chennai,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,2021,"Jitendra Gupta, Better Capital"
Leap Finance,FinTech,Series B,17000000.0,Bangalore,Leap Finance is a fintech startup for Indian students pursuing international higher education,2021,Jungle Ventures
BlackSoil NBFC,FinTech,,3000000.0,Mumbai,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,2021,"Accel India, Breadlake Ventures"
OYO,Hospitality,,200000000.0,Gurgaon,OYO operates a branded network of hotels designed to offer standardized stay experiences.,2021,Hindustan Media Venture
Max Healthcare,HealthCare,,140000000.0,New Delhi,Max Healthcare is one of the leading chain of hospitals in India.,2021,"Radiant Life Care Private Ltd, Life Healthcare"
4baseCare,HealthTech,Pre-series A,2000000.0,Bangalore,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,2021,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
Ezstays,EdTech,Seed,400000.0,New Delhi,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",2021,Richard Rekhy
Stylework,Co-working,Pre-series A,500000.0,Gurgaon,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,2021,Inflection Point Ventures
Kinara Capital,FinTech,,6000000.0,Bangalore,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,2021,"GAWA Capital, Gaja Capital"
Riskcovry,InsureTech,Series A,5000000.0,Bangalore,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.",2021,"Better Capital, Bharat Inclusion Seed Fund"
NODWIN,Gaming,,20000000.0,Gurgaon,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,2021,Krafton
Quizizz,EdTech,Series A,12500000.0,Bangalore,Quizizz is a Education based startup,2021,"Eight Roads Ventures India, Nexus Venture Partners"
Ecom Express,E-commerce,,20000000.0,New Delhi,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,2021,"CDC Group, Partners Group"
Turtlemint,InsureTech,Series D,45000000.0,Mumbai,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,2021,Jungle Ventures
Captain Fresh,Supply chain platform,Seed,3000000.0,Bangalore,Captain Fresh is a freshwater fish and seafood supply chain platform.,2021,"Matrix Partners India, Ankur Capital"
Northern Arc,FinTech,Series B,10000000.0,Chennai,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,2021,"U.S. International Development Finance Corp, Asian Development Bank"
Qoohoo,Social platform,Seed,800000.0,Bangalore,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,Angel investors
IGL,Gaming,,500000.0,Mumbai,Indian Gaming League is the premier eSports platform in India.,2021,"Hungama, Hindustan Talkies"
AMPM,E-commerce,,200000.0,Gurgaon,24*7 convenience store,2021,Agility Venture Partners
